adset_id,event_date,day_range,y_label,mean,max,min,slope,r2_score
1693106963120155,2021-03-11 00:00:00,3,day_adset_impressions,1078.0,2716,219,39.999999999999844,0.0007944850818045746
1691115777658909,2021-03-11 00:00:00,3,day_adset_impressions,48793.33333333334,136427,397,4579.499999999992,0.0036278929017927726
1685145924698141,2021-03-11 00:00:00,3,day_adset_impressions,184348.66666666663,274391,87925,93233.0,0.99649876250262
1686767092819133,2021-03-11 00:00:00,3,day_adset_impressions,8833.0,20978,281,2479.4999999999977,0.05264816332042055
1691870275383304,2021-03-11 00:00:00,3,day_adset_impressions,7925.0,20480,16,10231.999999999998,0.8660770140429643
1693107008408652,2021-03-11 00:00:00,3,day_adset_impressions,17012.0,33488,468,16509.999999999996,0.9999872772961867
1693106949440564,2021-03-11 00:00:00,3,day_adset_impressions,2944.333333333333,8237,80,217.99999999999955,0.002256946948148375
1693107014529036,2021-03-11 00:00:00,3,day_adset_impressions,3178.666666666666,7265,963,-172.50000000000034,0.0023703838968407442
1693266304061464,2021-03-11 00:00:00,3,day_adset_impressions,6334.666666666668,14679,0,-7339.499999999997,0.9467625270713492
1693398342748222,2021-03-11 00:00:00,3,day_adset_impressions,502.66666666666674,823,182,160.49999999999991,0.2507804362005576
1693402798878744,2021-03-11 00:00:00,3,day_adset_impressions,20726.666666666668,40098,2658,-8383.0,0.19980798995072196
1693402916956222,2021-03-11 00:00:00,3,day_adset_impressions,18957.0,32340,1236,-15551.999999999995,0.9448637708620301
1693398235384948,2021-03-11 00:00:00,3,day_adset_impressions,114.0,132,98,16.999999999999996,0.9897260273972602
1693398291707939,2021-03-11 00:00:00,3,day_adset_impressions,3580.333333333333,4831,1422,-1704.4999999999993,0.8246220567714541
1693394862412836,2021-03-11 00:00:00,3,day_adset_impressions,1058.6666666666667,3085,14,31.49999999999969,0.0003221055112369031
1693398294118583,2021-03-11 00:00:00,3,day_adset_impressions,81072.0,154674,3571,40699.999999999985,0.2896249744172313
1693398267971624,2021-03-11 00:00:00,3,day_adset_impressions,150.33333333333334,373,18,177.49999999999991,0.8373457419006192
1693398254311476,2021-03-11 00:00:00,3,day_adset_impressions,105.33333333333331,234,41,96.49999999999996,0.7500000000000001
1693398269961224,2021-03-11 00:00:00,3,day_adset_impressions,8947.333333333334,24351,746,-499.50000000000136,0.0014000805566449779
1693398356101131,2021-03-11 00:00:00,3,day_adset_impressions,8267.666666666666,14007,2729,-2668.9999999999995,0.22381061706877486
1693398328237108,2021-03-11 00:00:00,3,day_adset_impressions,9762.333333333334,12958,4874,-3290.4999999999995,0.5856884290251754
1693402898662423,2021-03-11 00:00:00,3,day_adset_impressions,49509.0,116938,15210,50279.49999999999,0.7412824024469993
1693398300703763,2021-03-11 00:00:00,3,day_adset_impressions,99.66666666666669,165,67,48.99999999999999,0.75
1693398286083076,2021-03-11 00:00:00,3,day_adset_impressions,5602.333333333332,6992,2979,-2006.5,0.7791094771500063
1693367679378467,2021-03-11 00:00:00,3,day_adset_impressions,224.66666666666663,375,143,-109.49999999999996,0.7056270474920062
1693367846790148,2021-03-11 00:00:00,3,day_adset_impressions,3236.666666666666,4518,2542,-54.000000000000064,0.00236251604177562
1693367302500397,2021-03-11 00:00:00,3,day_adset_impressions,15295.0,42075,1743,-20166.0,0.7560246006198477
1693360358624371,2021-03-11 00:00:00,3,day_adset_impressions,39335.66666666666,99459,4592,4681.999999999998,0.008020806097498112
1693367623223463,2021-03-11 00:00:00,3,day_adset_impressions,4534.666666666667,6125,3522,-1083.9999999999993,0.6043978521152659
1693363591728301,2021-03-11 00:00:00,3,day_adset_impressions,12208.0,26685,2205,-12239.999999999993,0.9089213295238594
1693368297084980,2021-03-11 00:00:00,3,day_adset_impressions,4600.666666666667,5954,1904,-2024.9999999999993,0.7518518405339167
1693266307522659,2021-03-11 00:00:00,3,day_adset_impressions,6864.666666666668,16430,922,-6593.999999999996,0.6214450917986909
1693266604861528,2021-03-11 00:00:00,3,day_adset_impressions,433.33333333333326,688,240,224.0,0.9467646170876522
1693362217076839,2021-03-11 00:00:00,3,day_adset_impressions,135805.33333333337,258297,32,129132.49999999993,0.9921283970726198
1693394879968276,2021-03-11 00:00:00,3,day_adset_impressions,866.6666666666665,2400,72,27.999999999999822,0.00044441488396840256
1693394867851303,2021-03-11 00:00:00,3,day_adset_impressions,816.6666666666665,2165,46,96.49999999999987,0.006783328068398653
1693394905831460,2021-03-11 00:00:00,3,day_adset_impressions,4356.0,9956,767,-4594.499999999998,0.874367272995227
1693266319662100,2021-03-11 00:00:00,3,day_adset_impressions,201.3333333333333,242,159,-19.5,0.22052000773245686
1693367406269454,2021-03-11 00:00:00,3,day_adset_impressions,2933.0,4864,99,-2382.4999999999995,0.9027401280848516
1693266304745533,2021-03-11 00:00:00,3,day_adset_impressions,16491.666666666668,38182,1772,-3874.5000000000014,0.04080780640445136
1693398316809245,2021-03-11 00:00:00,3,day_adset_impressions,39.0,81,18,31.499999999999986,0.75
1693394870069293,2021-03-11 00:00:00,3,day_adset_impressions,5428.333333333333,15783,223,27.99999999999893,9.749409663251107e-06
1693200772839484,2021-03-11 00:00:00,3,day_adset_impressions,1994.666666666667,3937,56,1940.4999999999993,0.99999732221523
1693266629295224,2021-03-11 00:00:00,3,day_adset_impressions,136.0,182,77,-52.49999999999999,0.9560353798126948
1693468184515623,2021-03-11 00:00:00,3,day_adset_impressions,703.3333333333335,1006,472,79.99999999999996,0.08521365548829217
1693266341185597,2021-03-11 00:00:00,3,day_adset_impressions,716.3333333333335,1917,64,-926.4999999999997,0.7919538870742897
1693266376485940,2021-03-11 00:00:00,3,day_adset_impressions,472.66666666666674,1102,83,434.49999999999983,0.6237487761712137
1693468184926212,2021-03-11 00:00:00,3,day_adset_impressions,13803.333333333336,25182,1474,6639.999999999997,0.3122600365965379
1693266370143284,2021-03-11 00:00:00,3,day_adset_impressions,21.33333333333333,22,20,-0.9999999999999998,0.75
1693496633346059,2021-03-11 00:00:00,3,day_adset_impressions,30684.0,69226,8017,3395.999999999997,0.010245498434123368
1693266364656660,2021-03-11 00:00:00,3,day_adset_impressions,9.666666666666666,17,6,-5.499999999999999,0.7500000000000001
1693468028531816,2021-03-11 00:00:00,3,day_adset_impressions,21494.33333333333,40129,352,-11824.999999999995,0.3493418691010917
1693468116220967,2021-03-11 00:00:00,3,day_adset_impressions,102562.0,168722,56660,-56030.99999999998,0.9107146935533796
1693370746864651,2021-03-11 00:00:00,3,day_adset_impressions,7.333333333333332,22,0,10.999999999999998,0.75
1693371024580653,2021-03-11 00:00:00,3,day_adset_impressions,3291.0,9303,157,-4444.999999999997,0.7284200935449777
1693266064671757,2021-03-11 00:00:00,3,day_adset_impressions,6.0,18,0,-8.999999999999996,0.75
1693106975243283,2021-03-11 00:00:00,3,day_adset_impressions,15085.666666666664,39514,2372,18071.5,0.7292852448036988
1693266297604216,2021-03-11 00:00:00,3,day_adset_impressions,59.33333333333334,102,23,-15.0,0.1414797736323622
1693489371533315,2021-03-11 00:00:00,3,day_adset_impressions,76.33333333333333,133,26,53.49999999999997,0.9895989397257116
